Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Templestowe Lower,3 David Rd,4,h,PI,Barry,21/10/2017,12.4,3107,4,3,6,709,286,1999,Manningham City Council,-37.76948,145.105,Eastern Metropolitan,5420,Carport,1390000
Templestowe Lower,25 Foote St,4,h,SP,Philip,21/10/2017,12.4,3107,4,2,2,799,,,Manningham City Council,-37.75743,145.11669,Eastern Metropolitan,5420,Detached Garage,1100000
Templestowe Lower,1/70 MacEdon Rd,4,t,PI,Jellis,21/10/2017,12.4,3107,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420,Attached Garage,1060000
Templestowe Lower,3 Marcus Rd,3,h,PI,H,21/10/2017,12.4,3107,3,1,2,738,114,1960,Manningham City Council,-37.77154,145.10361,Eastern Metropolitan,5420,Carport,1435000
Thomastown,35 Bates Av,3,h,S,HAR,21/10/2017,15.3,3074,3,1,6,,109,1975,Whittlesea City Council,-37.67973,145.03853,Northern Metropolitan,7955,Detached Garage,710000
Thomastown,63 Main St,5,h,S,Barry,21/10/2017,15.3,3074,5,2,1,529,,,Whittlesea City Council,-37.67948,145.00496,Northern Metropolitan,7955,Attached Garage,735000
Thomastown,3/3 Travers St,2,u,S,Ray,21/10/2017,15.3,3074,2,1,1,148,,,Whittlesea City Council,-37.67501,145.01392,Northern Metropolitan,7955,Indoor,460000
Thornbury,207 Collins St,2,h,S,Nelson,21/10/2017,7,3071,2,1,2,,92,1950,Darebin City Council,-37.75625,145.02194,Northern Metropolitan,8870,Parkade,1025000
Thornbury,144B Flinders St,3,h,S,McGrath,21/10/2017,7,3071,3,1,2,,,,Darebin City Council,-37.75696,145.01253,Northern Metropolitan,8870,Underground,1215000
Thornbury,11 Gladhall Av,4,h,S,Woodards,21/10/2017,7,3071,4,2,2,523,145,,Darebin City Council,-37.75714,145.01981,Northern Metropolitan,8870,Outdoor Stall,1516000
Thornbury,4/13 Mansfield St,2,u,SP,Love,21/10/2017,7,3071,,,,,,,Darebin City Council,,,Northern Metropolitan,8870,Carport,545000
Toorak,2A Verdant Av,3,h,S,Marshall,21/10/2017,4.1,3142,3,3,2,,244,1990,Stonnington City Council,-37.8365,145.00654,Southern Metropolitan,7217,Detached Garage,3550000
Travancore,4/53 Flemington St,1,u,S,Alexkarbon,21/10/2017,4.3,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,1052,Attached Garage,330000
Truganina,1/30 Bridlepath Dr,3,h,S,hockingstuart,21/10/2017,18.4,3029,,,,,,,Melton City Council,,,Western Metropolitan,5811,Indoor,438000
Tullamarine,14 Derby St,3,h,SP,Jason,21/10/2017,12.9,3043,3,1,1,534,150,1980,Brimbank City Council,-37.69211,144.87562,Western Metropolitan,3296,Carport,610000
Tullamarine,55 Derby St,3,h,SP,Jason,21/10/2017,12.9,3043,3,1,4,802,108,1960,Brimbank City Council,-37.6899,144.87418,Western Metropolitan,3296,Detached Garage,805000
Vermont,40 Nurlendi Rd,4,h,SN,Biggin,21/10/2017,17.2,3133,4,2,2,532,,,Maroondah City Council,-37.84097,145.19281,Eastern Metropolitan,4181,Attached Garage,
Vermont,1/13 Park Cl,4,h,PI,Noel,21/10/2017,17.2,3133,,,,,,,Maroondah City Council,,,Eastern Metropolitan,4181,Indoor,893000
Vermont South,19 Donbirn Wy,4,h,PI,Biggin,21/10/2017,17.2,3133,4,2,2,790,784,,Whitehorse City Council,-37.8634,145.19143,Eastern Metropolitan,4280,Parkade,
Vermont South,16 Salsburg Ct,4,h,PI,Biggin,21/10/2017,17.2,3133,4,2,2,1320,,,Whitehorse City Council,-37.862,145.19287,Eastern Metropolitan,4280,Carport,
Viewbank,38 Castleton Rd,4,h,S,Miles,21/10/2017,8.9,3084,4,1,2,,158,1970,Banyule City Council,-37.73144,145.09387,Eastern Metropolitan,2698,Detached Garage,1011000
Viewbank,65 Duff Pde,3,h,S,Fletchers,21/10/2017,8.9,3084,3,1,,768,,,Banyule City Council,-37.73385,145.08513,Eastern Metropolitan,2698,Attached Garage,960000
Wallan,13 Raglan St,4,h,S,Barry,21/10/2017,44.2,3756,4,2,2,1020,,,Mitchell Shire Council,-37.41802,144.97447,Northern Victoria,3988,Indoor,441000
Wallan,10 Telopea Av,4,h,W,Barry,21/10/2017,44.2,3756,4,2,2,468,,,Mitchell Shire Council,-37.3951,144.97326,Northern Victoria,3988,Carport,
Wantirna,4 Davies Cl,4,h,S,Harcourts,21/10/2017,14.7,3152,4,2,2,,292,2002,Knox City Council,-37.85854,145.22399,Eastern Metropolitan,5424,Detached Garage,1240000
Wantirna,159 Harold St,4,h,S,Noel,21/10/2017,14.7,3152,4,2,2,752,187,1980,Knox City Council,-37.85466,145.22367,Eastern Metropolitan,5424,Attached Garage,950000
Wantirna South,81 Sylphide Wy,4,h,S,Noel,21/10/2017,14.7,3152,4,2,2,772,163,1980,Knox City Council,-37.88366,145.22212,Eastern Metropolitan,7082,Indoor,1036000
Watsonia,96 Watsonia Rd,4,h,S,Nelson,21/10/2017,14.5,3087,4,2,2,577,119,1960,Banyule City Council,-37.70864,145.08328,Northern Metropolitan,2329,Parkade,1000000
Watsonia North,12 Lincoln St,3,h,S,Barry,21/10/2017,14.5,3087,3,1,2,560,,,Banyule City Council,-37.69741,145.08417,Northern Metropolitan,1442,Underground,840000
Watsonia North,5 Thaxted Ct,4,h,S,Jellis,21/10/2017,14.5,3087,4,2,5,975,231,1980,Banyule City Council,-37.70214,145.08703,Northern Metropolitan,1442,Outdoor Stall,1405000
Werribee,10 Adam Ct,3,h,SP,Sweeney,21/10/2017,14.7,3030,3,2,0,530,144,1992,Wyndham City Council,-37.8917,144.63972,Western Metropolitan,16166,Parking Pad,490000
Werribee,1 Egret Ct,3,h,SP,Greg,21/10/2017,14.7,3030,3,2,2,568,146,1987,Wyndham City Council,-37.88173,144.66524,Western Metropolitan,16166,Carport,470000
Werribee,95 Rosella Av,3,h,S,Ray,21/10/2017,14.7,3030,3,1,2,693,114,1988,Wyndham City Council,-37.8833,144.66801,Western Metropolitan,16166,Detached Garage,558000
Werribee,37 Shaws Rd,4,h,S,Greg,21/10/2017,14.7,3030,4,2,3,720,,1985,Wyndham City Council,-37.88823,144.64691,Western Metropolitan,16166,Attached Garage,568750
Werribee,2/21 Trish Wk,3,u,S,Ray,21/10/2017,14.7,3030,,,,,,,Wyndham City Council,,,Western Metropolitan,16166,Indoor,455000
Werribee,1 Wimmera Ct,3,h,SP,McNaughton,21/10/2017,14.7,3030,3,1,0,555,,,Wyndham City Council,-37.88448,144.65532,Western Metropolitan,16166,Parkade,
West Footscray,201 Essex St,3,h,SP,Jas,21/10/2017,6.4,3012,3,1,2,390,96,1940,Maribyrnong City Council,-37.79256,144.86715,Western Metropolitan,5058,Underground,870000
West Footscray,37 Park Av,3,h,SP,Sweeney,21/10/2017,6.4,3012,3,2,2,134,,2010,Maribyrnong City Council,-37.80782,144.86586,Western Metropolitan,5058,Outdoor Stall,675000
Westmeadows,9 Fielders Wk,3,h,SP,Stockdale,21/10/2017,16.5,3049,,,,,,,Hume City Council,,,Northern Metropolitan,2474,Parking Pad,500000
Westmeadows,7 Pershore Ct,3,h,SP,Barry,21/10/2017,16.5,3049,3,1,2,468,104,1980,Hume City Council,-37.68047,144.88503,Northern Metropolitan,2474,Carport,570000
Westmeadows,254 Wright St,3,h,SP,Barry,21/10/2017,16.5,3049,3,1,1,829,,,Hume City Council,-37.6768,144.8726,Northern Metropolitan,2474,Detached Garage,616000
Wheelers Hill,54 Alex Av,4,h,SN,Biggin,21/10/2017,16.7,3150,4,2,2,,,,Monash City Council,-37.9058,145.19486,South-Eastern Metropolitan,7392,Attached Garage,
Wheelers Hill,36 Chancellor Dr,5,h,SP,Bekdon,21/10/2017,16.7,3150,5,2,3,708,152,1973,Monash City Council,-37.9158,145.1811,South-Eastern Metropolitan,7392,Indoor,1050000
Wheelers Hill,31 Earlwood Dr,3,h,S,Ray,21/10/2017,16.7,3150,3,2,2,658,,,Monash City Council,-37.91024,145.17601,South-Eastern Metropolitan,7392,Parkade,935383
Wheelers Hill,40 Grantchester Rd,4,h,PI,Buxton,21/10/2017,16.7,3150,4,2,2,668,305,,Monash City Council,-37.9171,145.1932,South-Eastern Metropolitan,7392,Underground,
Williamstown,1/183 Ferguson St,1,u,S,hockingstuart,21/10/2017,6.8,3016,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380,Carport,435000
Williamstown,22 Jobson St,3,h,S,Jas,21/10/2017,6.8,3016,3,2,1,,116,1900,Hobsons Bay City Council,-37.85749,144.89151,Western Metropolitan,6380,Detached Garage,1173000
Williamstown,12/8 The Strand,2,t,SP,Raine,21/10/2017,6.8,3016,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380,Attached Garage,1055000
Wollert,29 Grandstand Wy,4,h,SP,Iconek,21/10/2017,25.5,3750,4,2,2,547,228,2012,Whittlesea City Council,-37.61851,145.02045,Northern Metropolitan,2940,Indoor,730000
Wollert,9 Ingleby St,4,h,S,Ray,21/10/2017,25.5,3750,4,2,2,421,173,2013,Whittlesea City Council,-37.61938,145.0004,Northern Metropolitan,2940,Parkade,643000
Wonga Park,10 Paynters Rd,5,h,S,Hoskins,21/10/2017,25.2,3115,5,3,2,,306,1910,Manningham City Council,-37.73287,145.2757,Eastern Victoria,1328,Carport,1815000
Wyndham Vale,36 Eltham Pde,4,h,S,hockingstuart,21/10/2017,27.2,3024,,,,,,,Wyndham City Council,,,Western Metropolitan,5262,Detached Garage,515000
Wyndham Vale,25 Hindmarsh Dr,3,h,S,Ray,21/10/2017,27.2,3024,,,,,,,Wyndham City Council,,,Western Metropolitan,5262,Attached Garage,512000
Wyndham Vale,49 Lancewood Rd,4,h,SP,YPA,21/10/2017,27.2,3024,,,,,,,Wyndham City Council,,,Western Metropolitan,5262,Indoor,525000
Wyndham Vale,11 Sedgwick Rd,4,h,S,hockingstuart,21/10/2017,27.2,3024,4,2,2,,,,Wyndham City Council,-37.89862,144.61271,Western Metropolitan,5262,Parkade,599000
Yarraville,6 Deakin St,3,h,S,Sweeney,21/10/2017,6.3,3013,3,1,0,207,99,1920,Maribyrnong City Council,-37.81306,144.88085,Western Metropolitan,6543,Underground,920000
Yarraville,148 Francis St,2,h,SP,Jas,21/10/2017,6.3,3013,2,1,4,865,,,Maribyrnong City Council,-37.82055,144.88617,Western Metropolitan,6543,Outdoor Stall,1700000
Yarraville,241 Francis St,4,h,S,Sweeney,21/10/2017,6.3,3013,4,1,2,482,,,Maribyrnong City Council,-37.82001,144.87849,Western Metropolitan,6543,Carport,850000
Altona North,17 Cherry Av,3,h,SP,hockingstuart,22/04/2017,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132,Detached Garage,
Armadale,4/10 St Georges Rd,3,t,S,Kay,22/04/2017,6.3,3143,3,2,2,0,,,Stonnington City Council,-37.8606,145.0209,Southern Metropolitan,4836,Attached Garage,1005000
Armadale,1/5 The Terrace,2,u,S,Woodards,22/04/2017,6.3,3143,2,1,1,869,74,1980,Stonnington City Council,-37.8603,145.0224,Southern Metropolitan,4836,Indoor,852000
Armadale,8/16 Wattletree Rd,2,u,S,Jellis,22/04/2017,6.3,3143,2,1,2,0,,,Stonnington City Council,-37.8611,145.0174,Southern Metropolitan,4836,Parkade,690000
Armadale,7/7 Wattletree Rd,2,u,S,Jellis,22/04/2017,6.3,3143,2,1,0,0,71,1963,Stonnington City Council,-37.8607,145.0164,Southern Metropolitan,4836,Carport,
Avondale Heights,4 Camille Ct,5,h,SP,Moonee,22/04/2017,10.5,3034,5,2,2,889,,,Moonee Valley City Council,-37.7565,144.8652,Western Metropolitan,4502,Detached Garage,1250000
Avondale Heights,30 Clarendon St,3,h,S,Moonee,22/04/2017,10.5,3034,3,1,1,551,,,Moonee Valley City Council,-37.7651,144.8559,Western Metropolitan,4502,Attached Garage,
Avondale Heights,53 Doyle St,3,h,SP,Moonee,22/04/2017,10.5,3034,3,1,1,585,99,1960,Moonee Valley City Council,-37.7574,144.8574,Western Metropolitan,4502,Indoor,760000
Avondale Heights,23 Langham St,3,h,S,Nelson,22/04/2017,10.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502,Parkade,690000
Balwyn North,3 Frank St,5,h,PN,hockingstuart,22/04/2017,9.2,3104,5,3,3,1174,376,2008,Boroondara City Council,-37.797,145.0973,Southern Metropolitan,7809,Carport,
Balwyn North,19 Jocelyn Av,3,h,SP,Fletchers,22/04/2017,9.2,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809,Detached Garage,
Balwyn North,48 Longview Rd,5,h,S,Noel,22/04/2017,9.2,3104,5,3,2,700,,2004,Boroondara City Council,-37.7895,145.0775,Southern Metropolitan,7809,Attached Garage,
Bentleigh,8/28 Clairmont Av,3,t,S,Buxton,22/04/2017,13,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795,Carport,782000
Bentleigh,6b Howell St,3,u,S,Woodards,22/04/2017,13,3204,3,1,2,242,,,Glen Eira City Council,-37.9302,145.0331,Southern Metropolitan,6795,Detached Garage,845000
Bentleigh,8 Plym St,4,h,S,Woodards,22/04/2017,13,3204,4,2,2,478,,,Glen Eira City Council,-37.9321,145.0361,Southern Metropolitan,6795,Attached Garage,1107000
Bentleigh,2/23 Whitmuir Rd,3,u,S,hockingstuart,22/04/2017,13,3204,3,1,1,681,,1960,Glen Eira City Council,-37.9145,145.0287,Southern Metropolitan,6795,Indoor,641500
Bentleigh East,1/5 Lois Ct,3,u,PI,hockingstuart,22/04/2017,13.9,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969,Parkade,750000
Box Hill,4/18 Barkly St,2,u,S,McGrath,22/04/2017,13.1,3128,2,1,1,156,,1980,Whitehorse City Council,-37.8281,145.1305,Eastern Metropolitan,4605,Underground,646500
Box Hill,11 Howard St,3,h,S,Buxton,22/04/2017,13.1,3128,3,2,2,693,158,1925,Whitehorse City Council,-37.8229,145.1217,Eastern Metropolitan,4605,Outdoor Stall,2080000
Braybrook,13/25 Marnoo St,3,t,SP,Barry,22/04/2017,10.8,3019,3,2,1,145,107,2003,Maribyrnong City Council,-37.7894,144.8463,Western Metropolitan,3589,Carport,441700
Braybrook,10 Sedge Cl,4,h,S,Nelson,22/04/2017,10.8,3019,4,3,2,475,319,2002,Maribyrnong City Council,-37.7759,144.8552,Western Metropolitan,3589,Detached Garage,1000000
Brighton,56 Asling St,3,t,S,Buxton,22/04/2017,11.2,3186,3,2,2,0,189,1935,Bayside City Council,-37.901,145.0026,Southern Metropolitan,10579,Attached Garage,1990000
Brighton,43 Black St,4,h,S,Buxton,22/04/2017,11.2,3186,4,2,2,613,169,1920,Bayside City Council,-37.9157,144.9982,Southern Metropolitan,10579,Indoor,
Brighton,5 Blairgowrie Ct,3,h,PI,Biggin,22/04/2017,11.2,3186,3,2,4,649,195,1967,Bayside City Council,-37.9056,144.9893,Southern Metropolitan,10579,Carport,3025000
Brighton,19b Brickwood St,4,t,PI,Marshall,22/04/2017,11.2,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579,Detached Garage,2500000
Brighton,19B Brickwood St,4,t,VB,Biggin,22/04/2017,11.2,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579,Attached Garage,2500000
Brighton,868 Hampton St,3,h,S,Weston,22/04/2017,11.2,3186,3,1,1,431,,,Bayside City Council,-37.9107,145.0077,Southern Metropolitan,10579,Indoor,1502000
Brighton,3/12 Wellington St,3,u,S,Nick,22/04/2017,11.2,3186,3,2,2,0,109,1975,Bayside City Council,-37.9163,144.9901,Southern Metropolitan,10579,Parkade,1221000
Brighton East,6 Coronation St,3,h,S,Hodges,22/04/2017,10.7,3187,3,1,1,590,,,Bayside City Council,-37.9012,145.008,Southern Metropolitan,6938,Carport,1640000
Brighton East,171 Dendy St,4,h,S,Hodges,22/04/2017,10.7,3187,4,2,2,410,,,Bayside City Council,-37.9215,145.013,Southern Metropolitan,6938,Detached Garage,
Brighton East,46 Glencairn Av,2,h,S,Buxton,22/04/2017,10.7,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938,Attached Garage,2303000
Brunswick,286 Barkly St,1,h,S,Barry,22/04/2017,5.2,3056,1,1,0,225,,,Moreland City Council,-37.7761,144.9593,Northern Metropolitan,11918,Indoor,1200000
Brunswick,1/135 Brunswick Rd,2,t,PI,Ray,22/04/2017,5.2,3056,2,1,1,109,,2011,Moreland City Council,-37.7778,144.9683,Northern Metropolitan,11918,Carport,600000
Brunswick,68 Gold St,3,h,S,Nelson,22/04/2017,5.2,3056,3,1,0,222,,,Moreland City Council,-37.7743,144.9569,Northern Metropolitan,11918,Detached Garage,1075000
Brunswick,13 Goodman St,2,h,SP,Jellis,22/04/2017,5.2,3056,2,1,0,148,75,1890,Moreland City Council,-37.7731,144.9568,Northern Metropolitan,11918,Attached Garage,884000
Brunswick,8/380 Lygon St,2,u,S,hockingstuart,22/04/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918,Indoor,530000
Brunswick,64 Tinning St,3,h,SP,hockingstuart,22/04/2017,5.2,3056,3,1,2,80,,,Moreland City Council,-37.7589,144.9588,Northern Metropolitan,11918,Parkade,957000
Brunswick,2/139 Union St,2,u,VB,Brad,22/04/2017,5.2,3056,2,1,1,557,57,1960,Moreland City Council,-37.7732,144.951,Northern Metropolitan,11918,Underground,480000
Brunswick East,8/380 Lygon St,2,u,S,hockingstuart,22/04/2017,4.5,3057,,,,,,,Moreland City Council,-37.7671,144.9727,Northern Metropolitan,5533,Outdoor Stall,530000
Brunswick East,7 Weigall St,3,h,S,Jellis,22/04/2017,4.5,3057,3,1,3,446,125,1940,Moreland City Council,-37.7682,144.9835,Northern Metropolitan,5533,Parking Pad,1500000
Brunswick West,6/10 Fitzgibbon Av,2,u,SN,Walshe,22/04/2017,5.9,3055,,,,,,,Moreland City Council,,,Northern Metropolitan,7082,Carport,
Bulleen,5 England St,4,h,S,Barry,22/04/2017,11.8,3105,4,1,2,607,,,Manningham City Council,-37.7601,145.0856,Eastern Metropolitan,4480,Detached Garage,1207000
Burwood,19 Bronte Av,3,h,S,Ray,22/04/2017,11.7,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678,Attached Garage,
Burwood,212 Burwood Hwy,6,h,SP,Buxton,22/04/2017,11.7,3125,6,3,3,646,,,Monash City Council,-37.85,145.1131,Southern Metropolitan,5678,Indoor,
Burwood,1 Leonard St,3,h,S,Buxton,22/04/2017,11.7,3125,3,1,1,620,130,1950,Monash City Council,-37.8543,145.1195,Southern Metropolitan,5678,Parkade,
Burwood,3/3 Talbett St,4,t,S,Buxton,22/04/2017,11.7,3125,4,3,2,,,,Monash City Council,-37.853,145.1185,Southern Metropolitan,5678,Underground,
Burwood,1A Worrall St,3,h,SN,Woodards,22/04/2017,11.7,3125,3,2,2,350,,,Monash City Council,-37.8491,145.1322,Southern Metropolitan,5678,Outdoor Stall,
Camberwell,44 Morey St,4,h,PI,Marshall,22/04/2017,7.8,3124,4,2,2,468,,,Boroondara City Council,-37.8417,145.097,Southern Metropolitan,8920,Parking Pad,1500000
Carlton North,12/869 Drummond St,2,u,PI,McGrath,22/04/2017,3.2,3054,,,,,,,Melbourne City Council,-37.7839,144.971,Northern Metropolitan,3106,Carport,550000
Carlton North,32 Princes St,3,h,PI,Craig,22/04/2017,3.2,3054,4,1,0,223,,,Melbourne City Council,-37.7927,144.9745,Northern Metropolitan,3106,Detached Garage,1300000
Carnegie,4/5 Gnarwyn Rd,1,u,S,Ray,22/04/2017,11.4,3163,1,1,1,0,46,1960,Glen Eira City Council,-37.8944,145.0616,Southern Metropolitan,7822,Attached Garage,330000
Carnegie,9/13 Maroona Rd,2,u,PI,Buxton,22/04/2017,11.4,3163,,,,,,,Glen Eira City Council,,,Southern Metropolitan,7822,Indoor,490000
Coburg,19 Spring St,4,h,SP,Ray,22/04/2017,7.8,3058,4,2,1,398,123,1950,Darebin City Council,-37.7364,144.9787,Northern Metropolitan,11204,Parkade,901000
Coburg North,3/24 Mashoobra St,2,u,VB,Rosin,22/04/2017,9.2,3058,2,1,1,0,,1970,Darebin City Council,-37.7218,144.9563,Northern Metropolitan,3445,Underground,330000
Coburg North,17a Shorts Rd,3,t,S,Barry,22/04/2017,9.2,3058,,,,,,,Darebin City Council,,,Northern Metropolitan,3445,Carport,801000
Collingwood,1 Brewery La,2,t,S,Jellis,22/04/2017,1.6,3066,,,,,,,Yarra City Council,,,Northern Metropolitan,4553,Detached Garage,1075000
Collingwood,2/18 Islington St,3,u,SP,Caine,22/04/2017,1.6,3066,3,2,2,0,148,2005,Yarra City Council,-37.8083,144.9908,Northern Metropolitan,4553,Attached Garage,1000000
Collingwood,102/6 Mater St,2,u,VB,Nelson,22/04/2017,1.6,3066,,,,,,,Yarra City Council,,,Northern Metropolitan,4553,Indoor,500000
Docklands,505/2 Newquay Prm,2,u,SN,Barry,22/04/2017,1.9,3008,,,,,,,Melbourne City Council,,,Southern Metropolitan,4707,Parkade,
Doncaster,4/176 Ayr St,2,u,S,Ray,22/04/2017,13.9,3108,2,1,1,261,,1984,Manningham City Council,-37.7731,145.1044,Eastern Metropolitan,9028,Carport,782000
Doncaster,48 Board St,3,h,SP,RW,22/04/2017,13.9,3108,3,2,2,656,123,1980,Manningham City Council,-37.7801,145.1343,Eastern Metropolitan,9028,Detached Garage,
Doncaster,4/2 Paul St,4,t,S,Barry,22/04/2017,13.9,3108,4,3,2,242,,1995,Manningham City Council,-37.7866,145.1046,Eastern Metropolitan,9028,Attached Garage,1090000
Essendon,4/31 Cooper St,2,u,S,Nelson,22/04/2017,8,3040,2,1,1,179,,,Moonee Valley City Council,-37.7514,144.8966,Western Metropolitan,9264,Indoor,707000
Essendon,3/48 Deakin St,3,u,S,Nelson,22/04/2017,8,3040,3,1,1,227,120,2005,Moonee Valley City Council,-37.7496,144.892,Western Metropolitan,9264,Parkade,700000
Essendon,26 Flower St,8,h,SN,Frank,22/04/2017,8,3040,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264,Underground,
Essendon,28 Flower St,8,h,SN,Frank,22/04/2017,8,3040,8,3,3,1160,,,Moonee Valley City Council,-37.7547,144.9148,Western Metropolitan,9264,Outdoor Stall,
Essendon,7/16 Leake St,2,u,PI,Hodges,22/04/2017,8,3040,2,2,1,0,,,Moonee Valley City Council,-37.7465,144.91,Western Metropolitan,9264,Carport,510000
Essendon,1/41 Nimmo St,2,u,PI,Jellis,22/04/2017,8,3040,2,1,1,0,75,2012,Moonee Valley City Council,-37.7504,144.8957,Western Metropolitan,9264,Detached Garage,610000
Essendon,2/2 Roberts St,3,h,PI,Barry,22/04/2017,8,3040,3,2,1,411,159,1990,Moonee Valley City Council,-37.7544,144.8986,Western Metropolitan,9264,Attached Garage,960000
Essendon,1/5 Thistle St,1,h,VB,Jellis,22/04/2017,8,3040,1,1,1,46,,1970,Moonee Valley City Council,-37.7515,144.9125,Western Metropolitan,9264,Indoor,350000
Fawkner,14 Preston St,3,h,S,Melbourne,22/04/2017,12.4,3060,,,,,,,Hume City Council,-37.6997,144.9715,Northern Metropolitan,5070,Parkade,599000
Fitzroy North,412/4 Bik La,2,u,PI,Jellis,22/04/2017,3.5,3068,2,1,1,4296,,2011,Moreland City Council,-37.7846,144.9785,Northern Metropolitan,6244,Carport,
Fitzroy North,501/58 Queens Pde,1,u,PI,YPA,22/04/2017,3.5,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244,Detached Garage,
Flemington,1/44 Ascot Vale Rd,2,u,VB,Nelson,22/04/2017,4.4,3031,2,1,1,472,55,1960,Melbourne City Council,-37.7851,144.922,Northern Metropolitan,3593,Attached Garage,390000
Flemington,75 Farnham St,3,h,S,Nelson,22/04/2017,4.4,3031,3,1,0,251,,,Melbourne City Council,-37.7823,144.9317,Northern Metropolitan,3593,Indoor,1205000
Flemington,8A John St,3,h,SP,Nelson,22/04/2017,4.4,3031,3,1,1,180,132,1991,Melbourne City Council,-37.7839,144.9273,Northern Metropolitan,3593,Parkade,1085000
Footscray,19 Federal St,4,t,S,Jellis,22/04/2017,6.4,3011,4,3,2,,,,Maribyrnong City Council,-37.7949,144.8966,Western Metropolitan,7570,Carport,961000
Glen Huntly,7/1192 Glen Huntly Rd,2,u,S,Buxton,22/04/2017,10.4,3163,2,2,1,0,,,Glen Eira City Council,-37.8898,145.0438,Southern Metropolitan,2403,Detached Garage,575000
Glen Iris,51 Flowerdale Rd,4,h,SN,Woodards,22/04/2017,9.2,3146,4,2,2,886,217,1950,Boroondara City Council,-37.8575,145.0744,Southern Metropolitan,10412,Attached Garage,
